orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10481,RICAR,8,2014-03-20,2014-04-17,2014-03-25,2,64.33
10482,LAZYK,1,2014-03-21,2014-04-18,2014-04-10,3,7.48
10483,WHITC,7,2014-03-24,2014-04-21,2014-04-25,2,15.28
10484,BSBEV,3,2014-03-24,2014-04-21,2014-04-01,3,6.88
10485,LINOD,4,2014-03-25,2014-04-08,2014-03-31,2,64.45
10486,HILAA,1,2014-03-26,2014-04-23,2014-04-02,2,30.53
10487,QUEEN,2,2014-03-26,2014-04-23,2014-03-28,2,71.07
10488,FRANK,8,2014-03-27,2014-04-24,2014-04-02,2,4.93
10489,PICCO,6,2014-03-28,2014-04-25,2014-04-09,2,5.29
10490,HILAA,7,2014-03-31,2014-04-28,2014-04-03,2,210.19
10491,FURIB,8,2014-03-31,2014-04-28,2014-04-08,3,16.96
10492,BOTTM,3,2014-04-01,2014-04-29,2014-04-11,1,62.89
10493,LAMAI,4,2014-04-02,2014-04-30,2014-04-10,3,10.64
10494,COMMI,4,2014-04-02,2014-04-30,2014-04-09,2,65.99
10495,LAUGB,3,2014-04-03,2014-05-01,2014-04-11,3,4.65
10496,TRADH,7,2014-04-04,2014-05-02,2014-04-07,2,46.77
10497,LEHMS,7,2014-04-04,2014-05-02,2014-04-07,1,36.21
10498,HILAA,8,2014-04-07,2014-05-05,2014-04-11,2,29.75
10499,LILAS,4,2014-04-08,2014-05-06,2014-04-16,2,102.02
10500,LAMAI,6,2014-04-09,2014-05-07,2014-04-17,1,42.68
10501,BLAUS,9,2014-04-09,2014-05-07,2014-04-16,3,8.85
10502,PERIC,2,2014-04-10,2014-05-08,2014-04-29,1,69.32
10503,HUNGO,6,2014-04-11,2014-05-09,2014-04-16,2,16.74
10504,WHITC,4,2014-04-11,2014-05-09,2014-04-18,3,59.13
10505,MEREP,3,2014-04-14,2014-05-12,2014-04-21,3,7.13
10506,KOENE,9,2014-04-15,2014-05-13,2014-05-02,2,21.19
10507,ANTON,7,2014-04-15,2014-05-13,2014-04-22,1,47.45
10508,OTTIK,1,2014-04-16,2014-05-14,2014-05-13,2,4.99
10509,BLAUS,4,2014-04-17,2014-05-15,2014-04-29,1,0.15
10510,SAVEA,6,2014-04-18,2014-05-16,2014-04-28,3,367.63
10511,BONAP,4,2014-04-18,2014-05-16,2014-04-21,3,350.64
10512,FAMIA,7,2014-04-21,2014-05-19,2014-04-24,2,3.53
10513,WANDK,7,2014-04-22,2014-06-03,2014-04-28,1,105.65
10514,ERNSH,3,2014-04-22,2014-05-20,2014-05-16,2,789.95
10515,QUICK,2,2014-04-23,2014-05-07,2014-05-23,1,204.47
10516,HUNGO,2,2014-04-24,2014-05-22,2014-05-01,3,62.78
10517,NORTS,3,2014-04-24,2014-05-22,2014-04-29,3,32.07
10518,TORTU,4,2014-04-25,2014-05-09,2014-05-05,2,218.15
10519,CHOPS,6,2014-04-28,2014-05-26,2014-05-01,3,91.76
10520,SANTG,7,2014-04-29,2014-05-27,2014-05-01,1,13.37
10521,CACTU,8,2014-04-29,2014-05-27,2014-05-02,2,17.22
10522,LEHMS,4,2014-04-30,2014-05-28,2014-05-06,1,45.33
10523,SEVES,7,2014-05-01,2014-05-29,2014-05-30,2,77.63
10524,BERGS,1,2014-05-01,2014-05-29,2014-05-07,2,244.79
10525,BONAP,1,2014-05-02,2014-05-30,2014-05-23,2,11.06
10526,WARTH,4,2014-05-05,2014-06-02,2014-05-15,2,58.59
10527,QUICK,7,2014-05-05,2014-06-02,2014-05-07,1,41.9
10528,GREAL,6,2014-05-06,2014-05-20,2014-05-09,2,3.35
10529,MAISD,5,2014-05-07,2014-06-04,2014-05-09,2,66.69
10530,PICCO,3,2014-05-08,2014-06-05,2014-05-12,2,339.22
10531,OCEAN,7,2014-05-08,2014-06-05,2014-05-19,1,8.12
10532,EASTC,7,2014-05-09,2014-06-06,2014-05-12,3,74.46
10533,FOLKO,8,2014-05-12,2014-06-09,2014-05-22,1,188.04
10534,LEHMS,8,2014-05-12,2014-06-09,2014-05-14,2,27.94
10535,ANTON,4,2014-05-13,2014-06-10,2014-05-21,1,15.64
10536,LEHMS,3,2014-05-14,2014-06-11,2014-06-06,2,58.88
10537,RICSU,1,2014-05-14,2014-05-28,2014-05-19,1,78.85
10538,BSBEV,9,2014-05-15,2014-06-12,2014-05-16,3,4.87
10539,BSBEV,6,2014-05-16,2014-06-13,2014-05-23,3,12.36
10540,QUICK,3,2014-05-19,2014-06-16,2014-06-13,3,1007.64
10541,HANAR,2,2014-05-19,2014-06-16,2014-05-29,1,68.65
10542,KOENE,1,2014-05-20,2014-06-17,2014-05-26,3,10.95
10543,LILAS,8,2014-05-21,2014-06-18,2014-05-23,2,48.17
10544,LONEP,4,2014-05-21,2014-06-18,2014-05-30,1,24.91
10545,LAZYK,8,2014-05-22,2014-06-19,2014-06-26,2,11.92
10546,VICTE,1,2014-05-23,2014-06-20,2014-05-27,3,194.72
10547,SEVES,3,2014-05-23,2014-06-20,2014-06-02,2,178.43
10548,TOMSP,3,2014-05-26,2014-06-23,2014-06-02,2,1.43
10549,QUICK,5,2014-05-27,2014-06-10,2014-05-30,1,171.24
10550,GODOS,7,2014-05-28,2014-06-25,2014-06-06,3,4.32
10551,FURIB,4,2014-05-28,2014-07-09,2014-06-06,3,72.95
10552,HILAA,2,2014-05-29,2014-06-26,2014-06-05,1,83.22
10553,WARTH,2,2014-05-30,2014-06-27,2014-06-03,2,149.49
10554,OTTIK,4,2014-05-30,2014-06-27,2014-06-05,3,120.97
10555,SAVEA,6,2014-06-02,2014-06-30,2014-06-04,3,252.49
10556,SIMOB,2,2014-06-03,2014-07-15,2014-06-13,1,9.8
10557,LEHMS,9,2014-06-03,2014-06-17,2014-06-06,2,96.72
10558,AROUT,1,2014-06-04,2014-07-02,2014-06-10,2,72.97
10559,BLONP,6,2014-06-05,2014-07-03,2014-06-13,1,8.05
10560,FRANK,8,2014-06-06,2014-07-04,2014-06-09,1,36.65
10561,FOLKO,2,2014-06-06,2014-07-04,2014-06-09,2,242.21
10562,REGGC,1,2014-06-09,2014-07-07,2014-06-12,1,22.95
10563,RICAR,2,2014-06-10,2014-07-22,2014-06-24,2,60.43
10564,RATTC,4,2014-06-10,2014-07-08,2014-06-16,3,13.75
10565,MEREP,8,2014-06-11,2014-07-09,2014-06-18,2,7.15
10566,BLONP,9,2014-06-12,2014-07-10,2014-06-18,1,88.4
10567,HUNGO,1,2014-06-12,2014-07-10,2014-06-17,1,33.97
10568,GALED,3,2014-06-13,2014-07-11,2014-07-09,3,6.54
10569,RATTC,5,2014-06-16,2014-07-14,2014-07-11,1,58.98
10570,MEREP,3,2014-06-17,2014-07-15,2014-06-19,3,188.99
10571,ERNSH,8,2014-06-17,2014-07-29,2014-07-04,3,26.06
10572,BERGS,3,2014-06-18,2014-07-16,2014-06-25,2,116.43
10573,ANTON,7,2014-06-19,2014-07-17,2014-06-20,3,84.84
10574,TRAIH,4,2014-06-19,2014-07-17,2014-06-30,2,37.6
10575,MORGK,5,2014-06-20,2014-07-04,2014-06-30,1,127.34
10576,TORTU,3,2014-06-23,2014-07-07,2014-06-30,3,18.56
10577,TRAIH,9,2014-06-23,2014-08-04,2014-06-30,2,25.41
10578,BSBEV,4,2014-06-24,2014-07-22,2014-07-25,3,29.6
10579,LETSS,1,2014-06-25,2014-07-23,2014-07-04,2,13.73
10580,OTTIK,4,2014-06-26,2014-07-24,2014-07-01,3,75.89
10581,FAMIA,3,2014-06-26,2014-07-24,2014-07-02,1,3.01
10582,BLAUS,3,2014-06-27,2014-07-25,2014-07-14,2,27.71
10583,WARTH,2,2014-06-30,2014-07-28,2014-07-04,2,7.28
10584,BLONP,4,2014-06-30,2014-07-28,2014-07-04,1,59.14
10585,WELLI,7,2014-07-01,2014-07-29,2014-07-10,1,13.41
10586,REGGC,9,2014-07-02,2014-07-30,2014-07-09,1,0.48
10587,QUEDE,1,2014-07-02,2014-07-30,2014-07-09,1,62.52
10588,QUICK,2,2014-07-03,2014-07-31,2014-07-10,3,194.67
10589,GREAL,8,2014-07-04,2014-08-01,2014-07-14,2,4.42
10590,MEREP,4,2014-07-07,2014-08-04,2014-07-14,3,44.77
10591,VAFFE,1,2014-07-07,2014-07-21,2014-07-16,1,55.92
10592,LEHMS,3,2014-07-08,2014-08-05,2014-07-16,1,32.1
10593,LEHMS,7,2014-07-09,2014-08-06,2014-08-13,2,174.2
10594,OLDWO,3,2014-07-09,2014-08-06,2014-07-16,2,5.24
10595,ERNSH,2,2014-07-10,2014-08-07,2014-07-14,1,96.78
10596,WHITC,8,2014-07-11,2014-08-08,2014-08-12,1,16.34
10597,PICCO,7,2014-07-11,2014-08-08,2014-07-18,3,35.12
10598,RATTC,1,2014-07-14,2014-08-11,2014-07-18,3,44.42
10599,BSBEV,6,2014-07-15,2014-08-26,2014-07-21,3,29.98
10600,HUNGC,4,2014-07-16,2014-08-13,2014-07-21,1,45.13
10601,HILAA,7,2014-07-16,2014-08-27,2014-07-22,1,58.3
10602,VAFFE,8,2014-07-17,2014-08-14,2014-07-22,2,2.92
10603,SAVEA,8,2014-07-18,2014-08-15,2014-08-08,2,48.77
10604,FURIB,1,2014-07-18,2014-08-15,2014-07-29,1,7.46
10605,MEREP,1,2014-07-21,2014-08-18,2014-07-29,2,379.13
10606,TRADH,4,2014-07-22,2014-08-19,2014-07-31,3,79.4
10607,SAVEA,5,2014-07-22,2014-08-19,2014-07-25,1,200.24
10608,TOMSP,4,2014-07-23,2014-08-20,2014-08-01,2,27.79
10609,DUMON,7,2014-07-24,2014-08-21,2014-07-30,2,1.85
10610,LAMAI,8,2014-07-25,2014-08-22,2014-08-06,1,26.78
10611,WOLZA,6,2014-07-25,2014-08-22,2014-08-01,2,80.65
10612,SAVEA,1,2014-07-28,2014-08-25,2014-08-01,2,544.08
10613,HILAA,4,2014-07-29,2014-08-26,2014-08-01,2,8.11
10614,BLAUS,8,2014-07-29,2014-08-26,2014-08-01,3,1.93
10615,WILMK,2,2014-07-30,2014-08-27,2014-08-06,3,0.75
10616,GREAL,1,2014-07-31,2014-08-28,2014-08-05,2,116.53
10617,GREAL,4,2014-07-31,2014-08-28,2014-08-04,2,18.53
10618,MEREP,1,2014-08-01,2014-09-12,2014-08-08,1,154.68
10619,MEREP,3,2014-08-04,2014-09-01,2014-08-07,3,91.05
